"Frase", Sentimento
"olha eu só tive uma vez iphone ai quebrou, troquei e ficou cagado, começou a tremer a tela sabe dar pane ai teve um dia que parou de vez","alegria"
"ano passado quase troquei meu iphone 7 no s9 mas não achei alguém que estivesse querendo troca, só achava venda, e não queria vender o meu e ficar uns dias sem kdkdkd","alegria"
"Gui chegou ontem aqui tirou um iPhone novin ds mochila pa falou assim “esqueci de te contar” eu fui toda tipo “qqqqqqq ganhei um telefone” Ele:troquei de celular amo Kkkkkkkkjkkkk eu ri por dentro pa por fora tava chorani","alegria"
"Troquei de iPhone , fico ate melhor","alegria"
"Meu iphone do NADA, deixou de funcionar a parte do chip, ja troquei, limpei, fiz tudo que se possa imaginar mas não lê mais nenhum chip","alegria"
"troquei de iphone","alegria"
"Eu tenho o mi 8 lite desde junho do ano passado, troquei iPhone 5s eu estaba Apple desde 2012 usei o 3 4s e 5s, e olha me surpreendeu bastante e desde então comprei relógio e fone sem fio da xiaomi não me arrependo da troca mas eu juntaria mais dinheiro hj e compraria o mi 8","alegria"
"Troquei meu iPhone 8 normal no 7 plus 128 será que fiz boa troca","alegria"
"Sério?! As fotos do celular do meu primo eu achei bem legal! Eu troquei de celular agora e fiquei em dúvidas entre ele e um iPhone, acabei no iPhone mesmo, to amando tudo, ainda bem então que não optei por ele.","alegria"
"Minha tia, minha prima, minhas 2 irmãs já trocaram o iPhone delas e só eu que não troquei ainda to triste","alegria"
"Já tive o A5 e agora troquei pro A50, antes tinha iPhone, e eles me satisfizeram completamente","alegria"
"Meu celular Iphone 8 só carrega desligado agora. Já limpei o espaço do carregador, troquei o cabo a fonte e atualizei. Palpites?","alegria"
"Queria dizer que eu troquei o iphone por esse belíssimo celular da Samsung","alegria"
"O meu é um iPhone mas eu troquei lá num quiosque do 3 piso do midway e foi o melhor preço q eu achei pesquisei mais de 15 lugares e tem garantia de 3 messes. Acho q eles atendem outros tipos tb","alegria"
"Gente, que película a gente coloca no iPhone pra não quebrar hein? Pq a minha vive quebrando no bolso pelo simples fato de estar no bolso e sem nenhuma queda. O pior que tenho “toque” com isso e vivo trocando. Já perdi a conta de quantas vezes troquei e nenhuma sustenta.","alegria"
"To muito felizzzz!!! Troquei a antena Wi-Fi do meu iPhone e também a tela do meu xiaomi. Vou voltar pro melhor de todossss xiaomi >>>>>>>> iPhone","alegria"
"Cara, na boa, to com um 6s ainda, comprado em abril de 2015, e não pretendo n tenho verba trocar este ano. Nunca troquei a bateria q está com 69% no quesito saúde. Minha câmera funciona de boaça. Pra ser honesta, nunca travou. Se optar por iPhone, pode ir sem medo.","alegria"
"simmmm, quando eu troquei fiquei triste pq n tinha pra iphone, principalmente p eu tenho preguiça de digitar","alegria"
"Somos duas, eu troquei o iPhone pelo mi a2 lite e agora peguei esse. Ótimo preço pelo ótimo desempenho deles Testemunha de xiaomi assumidissima","alegria"
"Troquei a bateria do iphone velho de guerra woooot","alegria"
"troquei para de fuma por um iPhone novo fé","alegria"
"amado, eu troquei pq roubaram meu iphone. aí comprei um celular fuleiro. não ri.","alegria"
"eu troquei um iphone por um xiaomi prefiro mil vezes o xiaomi","alegria"
"Fer, eu tive esse problema ha uns meses atras, troquei de iphone, peguei um com mais memoria e deu certo, agora nao sei se foi por conta da memoria ou a versao do IOS que estava desatualizada... se o seu IOS estiver desatualizado, tenta atualizar","alegria"
"impressionante como iphone é tudo a mesma merda troquei o 7 pelo 8 e a unica coisa q mudou foi a cor da capinha q agora é rosa","alegria"
"Meu s7 deu ruim no final de ano, peguei o 6s e prefiro o s7. Apesar do iPhone ter características únicas, que já gostava e me fizeram pegar ele de novo, o s7 era top. Só troquei pq estragou mesmo. Os top de linha da Samsung são excelentes! Barra os iPhones sem dó.","alegria"
"Tava vendo aqui e caralho em menos de 1 ano eu troquei de celular mais de 10 vezes kkkk. J7 pro iPhone 6s rose IPhone 6s dourado Samsung S8 iPhone 7 32gb Samsung S9 iPhone 7 Plus preto Samsung S10+ iPhone 8 Plus 64gb Samsung S10+ iPhone XR iPhone 8 Plus 256gb","alegria"
"Poha só pq tenho a merda de iPhone querem ficar falando bgl, se vcs não sabem a poha desse celular eu troquei pela minh festa de 15 a tão desejada festa de toda guria, eu não sou toda guria que sempre sonhou cm esse momento, então parem por favor,isso tá cada vez me deixando pior","alegria"
"Troquei meu iPhone XS por um Redmi note 7, foi a melhor coisa que fiz","alegria"
"Troquei meu iPhone 7 por um galaxy s10e ~melhor coisa","alegria"
"foda q eu troquei meu android pelo iphone e agr duvido q eu ache algum lugar q queira meu iphone pra trocar num samsung s10+ note...","alegria"
"mano troquei o iphone 6 pelo iphone 7 , sem pagar NADA","alegria"
"Troquei! O iPhone do meu pai deu PT aí ele quis pegar o meu Xiaomi q ele gostou do sistema e peguei o S10. Pq as câmeras arrasam rsrsrsrs...","alegria"
"troquei o negócin, mas o anterior deixava o nome em branco no Android e o o user no iphone","alegria"
"eu fico impressionado com a facilidade que as pessoas tem pra trocar de celular iPhone, mais especificamente o bagulho é caro pra porra, as duas vezes na vida que eu troquei foi um parto torcendo pra ele nunca quebrar/ser roubado amém e a galera troca todo ano na moralzinha","alegria"
"Troquei a tela do meu iPhone","alegria"
"ai amg eu sou suspeita falando pq desde que troquei pro iphone eu não mudo mais, eu fui olhar o preço desse celular e quase desmaiei arrrrrr","alegria"
"Eu usei iphone durante 7 anos troquei por um xiaomi ano passado e n me arrependo","alegria"
"Aleluia troquei de iPhone, n aguentava mais","alegria"
"comprei meu iPhone","alegria"
"Então... tive iPhone a vida toda... e resolvi mudar... comprei o A70... meu... melhor celular que já tive na vida... da uma pesquisada... qqr dúvida, da um toque...","alegria"
"comprei fone do iphone original que delícia poder ignorar todo mundo agora com qualidade","alegria"
"comprei um galaxy a30s, to gostando bastantekkk a câmera n é igual a do iphone ne ","alegria"
"graças a Deus eu consegui algumas coisas que eu queria ano passado: minha festa de 25 anos no lugar que era meu sonho, comprei meu iphone, viajei pra paraty e andei de escuna, aprendi a nadar. Ufa","alegria"
"Amiga vou vender meu iPhone SE , pq comprei outro . Vou vender ele mais barato","alegria"
"Bom exemplo, se eu disser “Deixa ela comprar lingerie eu comprei um iphone!” Eu estaria apenas me gabando, contando vantagem, ostentando pra todo mundo. Ridiculo e aberto a criticas negativas, teria que lidar com isso. Mas nunca iria expor alguem que arrependeu de um comentário.","alegria"
"pronto realizei o sonho da familia tradicional brasileira classe media que viaja pro exterior e comprei um iphone 11 + um apple watch agora vou passar 10 meses pagando ta feliz capitalismo???? bom eu estou","alegria"
"Eu compre um do mesmo formato porém com a parte auricular no formato do iPhone por menos de 50 reais","alegria"
"comprei um Android pra comprar um PC descente o murro em vc q comprou um iPhone 5s e tem um PC da xuxa","alegria"
"[21/1 15:09] : mandei ele comprar mortadela [21/1 15:09] : ele comprou queijo a mortadela [21/1 15:09] : eu briguei c ele [21/1 15:09] : mas continuei comendo pao [21/1 15:09] : chegou um cara [21/1 15:09] : me deu 200 reais [21/1 15:10] : eu fui e comprei um iphone 11 na padaria","alegria"
"fui olha no google e percebi q comprei um cabo de iphone vo ter q suicida","alegria"
"- Comprei IPhone Ms n Me Adptei , Faço Rolo","alegria"
"Milena “vc não veio cmg e eu fiz merda” Eu caralho ela voltou com o ex eu vou surtar -comprei um iPhone quase infartei pra nada","alegria"
"Coisas da América, comprei um carro e score foi aprovado mas não consegui comprar um iPhone no meu plano. Vai entender ....","alegria"
"Comprei um iphone X.","alegria"
"Se alguém tiver um cabo de iPhone sobrando e quiser vender pra nois chama aí Comprei um cabo ontem vagabundo e já estragou","alegria"
"Comprei um iPhone","alegria"
"Troquei a tela do iPhone 5, a bateria do 8 e comprei a tela do lg que está lá em casa","alegria"
"Ter iPhone é suave, só comprei 4 carregadores em um mês.","alegria"
"Tulla Luana vs magazine luiza ... realmente magazine deixa a desejar o atendimento a entrega uma vez comprei um iPhone com eles de quase 5 mil reais veio sem nenhuma proteção a caixa só veio a própria caixa do aparelho com aparelho claro é um celofane em volta","alegria"
"Comprei uma bateria pro meu iPhone 5 antigo pelo mercado livre pra usar no carnaval kkkk será que consigo instalar?","alegria"
": Oppa eu comprei o iPhone 11!","alegria"
"Eu acho engraçado quem usa iPhone dizendo que já comprou 500 carregadores sendo que eu nunca comprei carregador pelo cabo ter dado defeito, só quando perdi mesmo","alegria"
"Comprei uma capinha primeira linha do iPhone e nem eu to acreditando q gastei isso numa capinha de celular KKKKKKKK","alegria"
"Quero trocar o meu iPhone, agora não sei se compre o de 64gb ou o de 256","alegria"
"cara eu comprei um iphone novo pq tava na promocao e queria upar o meu, e só uso coisa básica mesmo. Já tive android e pago pelo sistema operacional mesmo, pra mim é perfeito. Acho q infelizmente tem uma galera q vai pelo hype mas o produto é bom, eu curto pelo menos","alegria"
"comprei o iphone na trocafone veio com 81% a saude, a bateria ta nova coloquei uma original na autorizada apple tou com medo de bugar a bateria de uma hora pra outra Tomara q seja so um erro de leitura","alegria"
"Alguém sabe algum lugar que compre iPhone ?","alegria"
"Comprei um jogo pra iPhone, só um comprador compulsivo","alegria"
"Maior pressão antes de comprar o iPhone, comprei já vi que é só um telefone normal! Já quero voltar pro meu ANDROID.","alegria"
"pessoas com android quando compra um cell: oi, comprei um celular novo pessoas com iphone quando compra um cell: oi, comprei um iphone ???","alegria"
"[WEVERSE] ARMY : Oppa, eu comprei um iPhone 11!! J-Hope: Eu comprei um Galaxy Fold @-@!","alegria"
"21/01/20 ARMY: Oppa eu comprei o iPhone 11! J-HOPE: O meu é o Galaxy Fold @_@!","alegria"
"] Army: Oppa eu comprei o iPhone 11!","alegria"
": oppa, eu comprei um iphone 11!!","alegria"
"army: comprei iphone hoseok: fodase vadia puta o meu Dobra","alegria"
"Blzzz comprei o iPhone e to q uso ele aqui sem película","alegria"
"pse ta no conserto desde quinta e ele disse q se n funcionar adeus iphone q eu n comprei n tem nem um mes","alegria"
"Eu comprei um iphone 7 no meio do ano passado, mas tô sentindo falta de várias coisas que tinha no android... Não sei por qual trocar agora.","alegria"
"já comprei 22 cabos de carregadores em 3 anos de iphone 4 originais","alegria"
"Eu não acredito que eu comprei um iPhone com meu dinheiro","alegria"
"Pois é... Acaba que o iPhone é mais barato, pq vc fica com ele 3,4, 5 anos. Nesse tempo, vc teria trocado de Android 2, 3, 4 vezes. Samsung tenho trauma tb. Comprei um smartwatch q durou 4 meses...pior q comprei fora, aí me fodi","alegria"
"Thiiiii, e eu q comprei um IPhone pela primeira vez e tive q pedir ajuda pra duas meninas pra desligar ele pra eu conseguir fazer a prova da FDF....podre é uma desgrama msm kkkkk","alegria"
"Voce quer zerado ou semi novo? Eu comprei o meu iphone 8 no site enjoei, dai troquei pro iphone x e comprei no mercado livre mesmo. Mas ambos eram semi novos, mas em perfeitas condições.","alegria"
"quando eu comprei um iphone eu n imaginava que estava comprando um telefone com fio só que moderno, essa porra de bateria nao dura","alegria"
"comprei um iphone ele ja veio descarregado e n passa de 1% de bateria ligado no carregador há 34 dias","alegria"
"COMPREI UM #iPhone NOVO","alegria"
" - tem iphone","alegria"
"Voltei hahahaha comprei outro iPhone mesmo kkkkkkk","alegria"
"Comprei meu iPhone","alegria"
"Se fosse só vc a gente dava um jeito E eu nem comprei iPhone, quem dirá o 11","alegria"
"Mal comprei o iPhone 8 e já quero o 11 pq me apaixonei","alegria"
"Tenho o 8 e comprei o 11. Estou amando o IPhone 11 exceto não ter mais o uso da digital para desbloquear porque FACE ID ainda não aprovei, vamos ver!","alegria"
"não sabia que tinha como desbloquear iphone comprei um roubado e os pm acaba de levar, pelo menos n me levou kkkk","alegria"
"qse que eu comprei o iphone 11 hoje vei que issu","alegria"
"Do nada comprei um iPhone","alegria"
"Comprei um iPhone e já vou revender dá não,não consigo me adaptar,sou pobre meu negócio e android msm kkk","alegria"
"passei tanta raiva com armazenamento do iphone que comprei agora logo 200gb do icloud","alegria"
"Enfim comprei meu iPhone 11 ....agora cuidado máximo com meu filho novo","alegria"
"kkkkkkk tá igual a mim quando comprei um iPhone e n tinha cama...","alegria"
"o tanto de carregador que eu já comprei na minha vida dava pra comprar um iphone novo kkkkk","alegria"
"comprei o iphone 7 de 128 gb msm","alegria"
"ai sai do trabalho e comprei capinha nova pro meu iPhone, acho que eu mereço","alegria"
"Comprei a merda do iPhone kkkk","alegria"
"eai galera como que eu faço meu curso de tudo que me ensinam é com suporte da Apple, comprei um iPhone melhor pra fazer app, mas descubro que preciso de um iMac to frustada","alegria"
"Eu vejo tanta gente reclamando de cabo de iPhone, eu comprei o meu já tem quase 3 anos e nem descascando está","alegria"
"E eu que quase comprei o iPhone que eu queria, por pouco não deu ;-;","alegria"
"Comprei 2 carregador de iPhone e um carregador portátil tudo original no bazar do hotel no valor total de R$ 9,00 eu to muito feliz","alegria"
"Pela primeira vez na vida eu comprei o mais novo iPhone do mercado. Com um gostinho ainda melhor pois foi com meu próprio dinheiro que trabalhei horrores pra conseguir.","alegria"
"Eu comprei um iPhone 7 sem falar com a minha mãe, ASSIM QUE EU SAI DA LOJA a minha mãe me ligou e perguntou se eu tinha comprado um cllr novo, eu fiquei tipo “??????? Como ela soube se eu ainda não falei nada pra ninguém?”","alegria"
"Comprei meu iphone","alegria"
"Não tem uma semana que eu voltei a usar iPhone e já começou a minha saga com carregador, soubesse eu tinha guardado os que eu comprei ano passado","alegria"
"Comprei um xaiomi e é levemente parecido com iPhone na interface ahduwhduehfhjahd","alegria"
